,Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
0,-73.74,45.47,MONTREAL INTL A,7025251,2020-01-01,2020,1,1,,1.2,,-0.9,,0.2,,17.8,,0.0,,0.0,,0.8,,0.8,,14.0,,26.0,,45.0,
1,-73.74,45.47,MONTREAL INTL A,7025251,2020-01-02,2020,1,2,,3.4,,-1.8,,0.8,,17.2,,0.0,,0.0,,0.0,,0.0,,13.0,,23.0,,42.0,
2,-73.74,45.47,MONTREAL INTL A,7025251,2020-01-03,2020,1,3,,4.6,,1.1,,2.9,,15.1,,0.0,,0.0,T,0.0,,0.0,T,10.0,,,M,,M
3,-73.74,45.47,MONTREAL INTL A,7025251,2020-01-04,2020,1,4,,1.6,,-2.0,,-0.2,,18.2,,0.0,,0.0,,0.4,,0.4,,5.0,,3.0,,32.0,
4,-73.74,45.47,MONTREAL INTL A,7025251,2020-01-05,2020,1,5,,-1.7,,-12.3,,-7.0,,25.0,,0.0,,0.0,,0.0,T,0.0,T,5.0,,29.0,,48.0,
5,-73.74,45.47,MONTREAL INTL A,7025251,2020-01-06,2020,1,6,,-4.7,,-12.7,,-8.7,,26.7,,0.0,,0.0,,3.0,,2.6,,5.0,,,M,,M
6,-73.74,45.47,MONTREAL INTL A,7025251,2020-01-07,2020,1,7,,-2.2,,-8.0,,-5.1,,23.1,,0.0,,0.0,,0.2,,0.2,,7.0,,26.0,,41.0,
7,-73.74,45.47,MONTREAL INTL A,7025251,2020-01-08,2020,1,8,,-0.1,,-11.5,,-5.8,,23.8,,0.0,,0.0,,2.0,,2.0,,7.0,,28.0,,58.0,
8,-73.74,45.47,MONTREAL INTL A,7025251,2020-01-09,2020,1,9,,-8.4,,-16.2,,-12.3,,30.3,,0.0,,0.0,,0.0,,0.0,,8.0,,26.0,,48.0,
9,-73.74,45.47,MONTREAL INTL A,7025251,2020-01-10,2020,1,10,,2.7,,-10.3,,-3.8,,21.8,,0.0,,0.0,,0.0,T,0.0,T,8.0,,,M,,M
10,-73.74,45.47,MONTREAL INTL A,7025251,2020-01-11,2020,1,11,,6.5,,-3.7,,1.4,,16.6,,0.0,,43.4,,0.8,,44.2,,5.0,,3.0,,68.0,
11,-73.74,45.47,MONTREAL INTL A,7025251,2020-01-12,2020,1,12,,-3.7,,-9.8,,-6.8,,24.8,,0.0,,6.4,,10.2,,15.8,,5.0,,5.0,,68.0,
12,-73.74,45.47,MONTREAL INTL A,7025251,2020-01-13,2020,1,13,,-7.2,,-10.2,,-8.7,,26.7,,0.0,,0.0,,0.0,T,0.0,T,8.0,,,,,M
13,-73.74,45.47,MONTREAL INTL A,7025251,2020-01-14,2020,1,14,,-5.7,,-7.3,,-6.5,,24.5,,0.0,,0.0,,2.0,,1.6,,7.0,,5.0,,37.0,
14,-73.74,45.47,MONTREAL INTL A,7025251,2020-01-15,2020,1,15,,0.5,,-6.9,,-3.2,,21.2,,0.0,,0.0,,0.0,T,0.0,T,8.0,,,M,,M
15,-73.74,45.47,MONTREAL INTL A,7025251,2020-01-16,2020,1,16,,-0.4,,-13.7,,-7.1,,25.1,,0.0,,0.0,,4.2,,4.6,,9.0,,33.0,,52.0,
16,-73.74,45.47,MONTREAL INTL A,7025251,2020-01-17,2020,1,17,,-13.7,,-19.8,,-16.8,,34.8,,0.0,,0.0,,0.0,,0.0,,9.0,,24.0,,39.0,
17,-73.74,45.47,MONTREAL INTL A,7025251,2020-01-18,2020,1,18,,-13.3,,-18.3,,-15.8,,33.8,,0.0,,0.0,,12.4,,12.4,,9.0,,5.0,,46.0,
18,-73.74,45.47,MONTREAL INTL A,7025251,2020-01-19,2020,1,19,,-8.6,,-14.7,,-11.7,,29.7,,0.0,,0.0,,3.8,,3.8,,17.0,,2.0,,42.0,
19,-73.74,45.47,MONTREAL INTL A,7025251,2020-01-20,2020,1,20,,-11.3,,-19.0,,-15.2,,33.2,,0.0,,0.0,,0.0,,0.0,,17.0,,24.0,,42.0,
20,-73.74,45.47,MONTREAL INTL A,7025251,2020-01-21,2020,1,21,,-3.1,,-19.7,,-11.4,,29.4,,0.0,,0.0,,0.0,T,0.0,T,12.0,,23.0,,45.0,
21,-73.74,45.47,MONTREAL INTL A,7025251,2020-01-22,2020,1,22,,1.6,,-5.5,,-2.0,,20.0,,0.0,,0.0,,0.0,,0.0,,12.0,,24.0,,54.0,
22,-73.74,45.47,MONTREAL INTL A,7025251,2020-01-23,2020,1,23,,1.9,,-7.3,,-2.7,,20.7,,0.0,,0.0,,0.0,,0.0,,10.0,,,,,M
23,-73.74,45.47,MONTREAL INTL A,7025251,2020-01-24,2020,1,24,,1.1,,-4.4,,-1.7,,19.7,,0.0,,0.0,,0.0,,0.0,,9.0,,5.0,,41.0,
24,-73.74,45.47,MONTREAL INTL A,7025251,2020-01-25,2020,1,25,,0.9,,-4.7,,-1.9,,19.9,,0.0,,0.0,,15.0,,15.0,,8.0,,6.0,,41.0,
25,-73.74,45.47,MONTREAL INTL A,7025251,2020-01-26,2020,1,26,,2.0,,0.2,,1.1,,16.9,,0.0,,0.2,,4.2,,4.4,,15.0,,23.0,,39.0,
26,-73.74,45.47,MONTREAL INTL A,7025251,2020-01-27,2020,1,27,,2.3,,0.0,,1.2,,16.8,,0.0,,0.0,,0.2,,0.2,,12.0,,28.0,,32.0,
27,-73.74,45.47,MONTREAL INTL A,7025251,2020-01-28,2020,1,28,,0.3,,-7.3,,-3.5,,21.5,,0.0,,0.0,,0.0,T,0.0,T,11.0,,,,,M
28,-73.74,45.47,MONTREAL INTL A,7025251,2020-01-29,2020,1,29,,-5.8,,-13.9,,-9.9,,27.9,,0.0,,0.0,,0.0,,0.0,,11.0,,,M,,M
29,-73.74,45.47,MONTREAL INTL A,7025251,2020-01-30,2020,1,30,,-6.2,,-14.8,,-10.5,,28.5,,0.0,,0.0,,0.0,,0.0,,10.0,,,M,,M
30,-73.74,45.47,MONTREAL INTL A,7025251,2020-01-31,2020,1,31,,-3.1,,-14.4,,-8.8,,26.8,,0.0,,0.0,,0.4,,0.4,,10.0,,,M,,M
31,-73.74,45.47,MONTREAL INTL A,7025251,2020-02-01,2020,2,1,,-2.4,,-9.4,,-5.9,,23.9,,0.0,,0.0,,0.0,T,0.0,T,10.0,,,M,,M
32,-73.74,45.47,MONTREAL INTL A,7025251,2020-02-02,2020,2,2,,-1.5,,-11.1,,-6.3,,24.3,,0.0,,0.0,,0.6,,0.6,,10.0,,,M,,M
33,-73.74,45.47,MONTREAL INTL A,7025251,2020-02-03,2020,2,3,,3.5,,-4.2,,-0.4,,18.4,,0.0,,0.0,,0.0,T,0.0,T,10.0,,24.0,,46.0,
34,-73.74,45.47,MONTREAL INTL A,7025251,2020-02-04,2020,2,4,,2.3,,-2.7,,-0.2,,18.2,,0.0,,0.0,,0.0,,0.0,,10.0,,,M,,M
35,-73.74,45.47,MONTREAL INTL A,7025251,2020-02-05,2020,2,5,,-1.5,,-9.3,,-5.4,,23.4,,0.0,,0.0,,0.0,T,0.0,T,10.0,,31.0,,41.0,
36,-73.74,45.47,MONTREAL INTL A,7025251,2020-02-06,2020,2,6,,-5.2,,-8.8,,-7.0,,25.0,,0.0,,0.0,,7.6,,7.6,,10.0,,3.0,,42.0,
37,-73.74,45.47,MONTREAL INTL A,7025251,2020-02-07,2020,2,7,,-5.0,,-12.5,,-8.8,,26.8,,0.0,,0.0,,27.4,,27.4,,18.0,,3.0,,61.0,
38,-73.74,45.47,MONTREAL INTL A,7025251,2020-02-08,2020,2,8,,-12.5,,-20.7,,-16.6,,34.6,,0.0,,0.0,,0.0,,0.0,,29.0,,27.0,,42.0,
39,-73.74,45.47,MONTREAL INTL A,7025251,2020-02-09,2020,2,9,,-6.6,,-24.4,,-15.5,,33.5,,0.0,,0.0,,0.0,T,0.0,T,26.0,,,M,,M
40,-73.74,45.47,MONTREAL INTL A,7025251,2020-02-10,2020,2,10,,-2.1,,-11.9,,-7.0,,25.0,,0.0,,0.0,,10.8,,10.8,,30.0,,,M,,M
41,-73.74,45.47,MONTREAL INTL A,7025251,2020-02-11,2020,2,11,,-1.0,,-12.6,,-6.8,,24.8,,0.0,,0.0,,0.0,T,0.0,T,32.0,,23.0,,33.0,
42,-73.74,45.47,MONTREAL INTL A,7025251,2020-02-12,2020,2,12,,1.3,,-4.2,,-1.5,,19.5,,0.0,,0.0,,0.0,T,0.0,T,30.0,,28.0,,45.0,
43,-73.74,45.47,MONTREAL INTL A,7025251,2020-02-13,2020,2,13,,-0.2,,-14.8,,-7.5,,25.5,,0.0,,0.0,,4.0,,4.0,,31.0,,5.0,,39.0,
44,-73.74,45.47,MONTREAL INTL A,7025251,2020-02-14,2020,2,14,,-14.9,,-22.7,,-18.8,,36.8,,0.0,,0.0,,0.0,,0.0,,28.0,,26.0,,32.0,
45,-73.74,45.47,MONTREAL INTL A,7025251,2020-02-15,2020,2,15,,-2.1,,-20.4,,-11.3,,29.3,,0.0,,0.0,,0.0,T,0.0,T,28.0,,19.0,,41.0,
46,-73.74,45.47,MONTREAL INTL A,7025251,2020-02-16,2020,2,16,,2.4,,-4.0,,-0.8,,18.8,,0.0,,0.0,,0.2,,0.2,,28.0,,22.0,,50.0,
47,-73.74,45.47,MONTREAL INTL A,7025251,2020-02-17,2020,2,17,,-1.8,,-13.3,,-7.6,,25.6,,0.0,,0.0,,0.0,,0.0,,28.0,,,,,M
48,-73.74,45.47,MONTREAL INTL A,7025251,2020-02-18,2020,2,18,,4.3,,-13.6,,-4.7,,22.7,,0.0,,0.8,,7.0,,7.8,,28.0,,25.0,,74.0,
49,-73.74,45.47,MONTREAL INTL A,7025251,2020-02-19,2020,2,19,,2.0,,-12.6,,-5.3,,23.3,,0.0,,0.0,,2.0,,2.0,,30.0,,30.0,,61.0,
50,-73.74,45.47,MONTREAL INTL A,7025251,2020-02-20,2020,2,20,,-11.2,,-18.1,,-14.7,,32.7,,0.0,,0.0,,0.0,,0.0,,28.0,,27.0,,35.0,
51,-73.74,45.47,MONTREAL INTL A,7025251,2020-02-21,2020,2,21,,-1.6,,-20.1,,-10.9,,28.9,,0.0,,0.0,,0.0,T,0.0,T,28.0,,22.0,,55.0,
52,-73.74,45.47,MONTREAL INTL A,7025251,2020-02-22,2020,2,22,,2.8,,-3.5,,-0.4,,18.4,,0.0,,0.0,,0.0,,0.0,,28.0,,22.0,,52.0,
53,-73.74,45.47,MONTREAL INTL A,7025251,2020-02-23,2020,2,23,,6.0,,-4.5,,0.8,,17.2,,0.0,,0.0,,0.0,,0.0,,27.0,,,,,M
54,-73.74,45.47,MONTREAL INTL A,7025251,2020-02-24,2020,2,24,,8.1,,1.4,,4.8,,13.2,,0.0,,0.0,,0.0,,0.0,,26.0,,22.0,,52.0,
55,-73.74,45.47,MONTREAL INTL A,7025251,2020-02-25,2020,2,25,,4.2,,-1.6,,1.3,,16.7,,0.0,,0.0,,0.0,,0.0,,20.0,,3.0,,33.0,
56,-73.74,45.47,MONTREAL INTL A,7025251,2020-02-26,2020,2,26,,0.2,,-3.0,,-1.4,,19.4,,0.0,,1.6,,1.0,,3.0,,18.0,,4.0,,45.0,
57,-73.74,45.47,MONTREAL INTL A,7025251,2020-02-27,2020,2,27,,1.8,,-7.9,,-3.1,,21.1,,0.0,,12.0,,7.0,,23.6,,16.0,,23.0,,68.0,
58,-73.74,45.47,MONTREAL INTL A,7025251,2020-02-28,2020,2,28,,-6.2,,-10.9,,-8.6,,26.6,,0.0,,0.0,,0.0,T,0.0,T,21.0,,26.0,,63.0,
59,-73.74,45.47,MONTREAL INTL A,7025251,2020-02-29,2020,2,29,,-8.5,,-13.1,,-10.8,,28.8,,0.0,,0.0,,0.0,T,0.0,T,21.0,,26.0,,41.0,
60,-73.74,45.47,MONTREAL INTL A,7025251,2020-03-01,2020,3,1,,-5.2,,-13.9,,-9.6,,27.6,,0.0,,0.0,,0.0,,0.0,,20.0,,24.0,,32.0,
61,-73.74,45.47,MONTREAL INTL A,7025251,2020-03-02,2020,3,2,,4.4,,-7.3,,-1.5,,19.5,,0.0,,12.2,,0.0,T,12.2,,20.0,,11.0,,35.0,
62,-73.74,45.47,MONTREAL INTL A,7025251,2020-03-03,2020,3,3,,5.2,,0.1,,2.7,,15.3,,0.0,,11.2,,0.0,,11.2,,20.0,,23.0,,54.0,
63,-73.74,45.47,MONTREAL INTL A,7025251,2020-03-04,2020,3,4,,3.7,,-0.5,,1.6,,16.4,,0.0,,0.0,,0.0,T,0.0,T,10.0,,29.0,,63.0,
64,-73.74,45.47,MONTREAL INTL A,7025251,2020-03-05,2020,3,5,,2.9,,-2.9,,0.0,,18.0,,0.0,,0.0,,0.0,,0.0,,10.0,,23.0,,41.0,
65,-73.74,45.47,MONTREAL INTL A,7025251,2020-03-06,2020,3,6,,0.4,,-6.1,,-2.9,,20.9,,0.0,,0.0,,2.0,,2.0,,10.0,,4.0,,61.0,
66,-73.74,45.47,MONTREAL INTL A,7025251,2020-03-07,2020,3,7,,-0.6,,-9.7,,-5.2,,23.2,,0.0,,0.0,,0.0,,0.0,,10.0,,2.0,,39.0,
67,-73.74,45.47,MONTREAL INTL A,7025251,2020-03-08,2020,3,8,,5.2,,-2.0,,1.6,,16.4,,0.0,,0.0,,0.0,,0.0,,10.0,,23.0,,42.0,
68,-73.74,45.47,MONTREAL INTL A,7025251,2020-03-09,2020,3,9,,11.9,,-1.2,,5.4,,12.6,,0.0,,0.4,,0.0,,0.4,,6.0,,1.0,,41.0,
69,-73.74,45.47,MONTREAL INTL A,7025251,2020-03-10,2020,3,10,,4.5,,-1.1,,1.7,,16.3,,0.0,,11.2,,0.0,,11.2,,4.0,,27.0,,39.0,
70,-73.74,45.47,MONTREAL INTL A,7025251,2020-03-11,2020,3,11,,-1.0,,-5.5,,-3.3,,21.3,,0.0,,0.0,,0.0,,0.0,,3.0,,29.0,,33.0,
71,-73.74,45.47,MONTREAL INTL A,7025251,2020-03-12,2020,3,12,,2.2,,-3.6,,-0.7,,18.7,,0.0,,0.0,,0.0,,0.0,,3.0,,4.0,,39.0,
72,-73.74,45.47,MONTREAL INTL A,7025251,2020-03-13,2020,3,13,,9.0,,0.1,,4.6,,13.4,,0.0,,12.0,,0.0,,12.0,,2.0,,13.0,,81.0,
73,-73.74,45.47,MONTREAL INTL A,7025251,2020-03-14,2020,3,14,,5.5,,-2.8,,1.4,,16.6,,0.0,,0.0,,0.0,T,0.0,T,0.0,T,25.0,,72.0,
74,-73.74,45.47,MONTREAL INTL A,7025251,2020-03-15,2020,3,15,,-1.3,,-7.8,,-4.6,,22.6,,0.0,,0.0,,0.0,,0.0,,0.0,T,2.0,,33.0,
75,-73.74,45.47,MONTREAL INTL A,7025251,2020-03-16,2020,3,16,,2.2,,-10.1,,-4.0,,22.0,,0.0,,0.0,,0.0,,0.0,,0.0,T,16.0,,32.0,
76,-73.74,45.47,MONTREAL INTL A,7025251,2020-03-17,2020,3,17,,6.4,,-0.3,,3.1,,14.9,,0.0,,5.4,,1.4,,12.0,,1.0,,23.0,,58.0,
77,-73.74,45.47,MONTREAL INTL A,7025251,2020-03-18,2020,3,18,,3.2,,-3.2,,0.0,,18.0,,0.0,,0.0,,0.0,,0.0,,0.0,T,,,,M
78,-73.74,45.47,MONTREAL INTL A,7025251,2020-03-19,2020,3,19,,8.8,,-0.7,,4.1,,13.9,,0.0,,0.0,,0.0,,0.0,,0.0,T,15.0,,35.0,
79,-73.74,45.47,MONTREAL INTL A,7025251,2020-03-20,2020,3,20,,16.4,,-2.4,,7.0,,11.0,,0.0,,15.6,,0.0,,15.6,,0.0,T,24.0,,89.0,
80,-73.74,45.47,MONTREAL INTL A,7025251,2020-03-21,2020,3,21,,-1.4,,-8.0,,-4.7,,22.7,,0.0,,0.0,,0.0,,0.0,,,,29.0,,41.0,
81,-73.74,45.47,MONTREAL INTL A,7025251,2020-03-22,2020,3,22,,-0.9,,-9.1,,-5.0,,23.0,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
82,-73.74,45.47,MONTREAL INTL A,7025251,2020-03-23,2020,3,23,,1.6,,-6.7,,-2.6,,20.6,,0.0,,0.0,,5.4,,5.4,,0.0,T,16.0,,55.0,
83,-73.74,45.47,MONTREAL INTL A,7025251,2020-03-24,2020,3,24,,6.4,,-1.2,,2.6,,15.4,,0.0,,0.0,,0.2,,0.2,,6.0,,,M,,M
84,-73.74,45.47,MONTREAL INTL A,7025251,2020-03-25,2020,3,25,,8.7,,-2.7,,3.0,,15.0,,0.0,,0.0,T,0.0,,0.0,T,,,13.0,,42.0,
85,-73.74,45.47,MONTREAL INTL A,7025251,2020-03-26,2020,3,26,,12.0,,2.1,,7.1,,10.9,,0.0,,3.2,,0.0,,3.2,,,,27.0,,37.0,
86,-73.74,45.47,MONTREAL INTL A,7025251,2020-03-27,2020,3,27,,8.8,,-1.8,,3.5,,14.5,,0.0,,0.0,,0.0,,0.0,,,,23.0,,39.0,
87,-73.74,45.47,MONTREAL INTL A,7025251,2020-03-28,2020,3,28,,9.5,,-3.2,,3.2,,14.8,,0.0,,0.0,,0.0,,0.0,,,,13.0,,33.0,
88,-73.74,45.47,MONTREAL INTL A,7025251,2020-03-29,2020,3,29,,6.2,,3.6,,4.9,,13.1,,0.0,,34.8,,0.0,,34.8,,,,14.0,,54.0,
89,-73.74,45.47,MONTREAL INTL A,7025251,2020-03-30,2020,3,30,,8.5,,1.4,,5.0,,13.0,,0.0,,8.8,,0.0,,8.8,,,,15.0,,46.0,
90,-73.74,45.47,MONTREAL INTL A,7025251,2020-03-31,2020,3,31,,7.4,,0.2,,3.8,,14.2,,0.0,,0.0,T,0.0,,0.0,T,,,2.0,,48.0,
91,-73.74,45.47,MONTREAL INTL A,7025251,2020-04-01,2020,4,1,,6.4,,-1.3,,2.6,,15.4,,0.0,,0.0,,0.0,,0.0,,,,6.0,,41.0,
92,-73.74,45.47,MONTREAL INTL A,7025251,2020-04-02,2020,4,2,,6.3,,1.4,,3.9,,14.1,,0.0,,10.4,,0.0,,10.4,,,,1.0,,41.0,
93,-73.74,45.47,MONTREAL INTL A,7025251,2020-04-03,2020,4,3,,9.2,,4.4,,6.8,,11.2,,0.0,,11.4,,0.0,,11.4,,,,4.0,,63.0,
94,-73.74,45.47,MONTREAL INTL A,7025251,2020-04-04,2020,4,4,,12.9,,1.8,,7.4,,10.6,,0.0,,0.0,,0.0,,0.0,,,,36.0,,32.0,
95,-73.74,45.47,MONTREAL INTL A,7025251,2020-04-05,2020,4,5,,10.2,,2.7,,6.5,,11.5,,0.0,,0.0,T,0.0,,0.0,T,,,29.0,,33.0,
96,-73.74,45.47,MONTREAL INTL A,7025251,2020-04-06,2020,4,6,,13.2,,-2.1,,5.6,,12.4,,0.0,,0.0,,0.0,,0.0,,,,26.0,,54.0,
97,-73.74,45.47,MONTREAL INTL A,7025251,2020-04-07,2020,4,7,,13.1,,-1.0,,6.1,,11.9,,0.0,,0.0,,0.0,,0.0,,,,29.0,,48.0,
98,-73.74,45.47,MONTREAL INTL A,7025251,2020-04-08,2020,4,8,,9.6,,-0.5,,4.6,,13.4,,0.0,,0.0,,0.0,,0.0,,,,4.0,,35.0,
99,-73.74,45.47,MONTREAL INTL A,7025251,2020-04-09,2020,4,9,,6.2,,0.6,,3.4,,14.6,,0.0,,6.2,,2.6,,8.8,,0.0,T,4.0,,48.0,
100,-73.74,45.47,MONTREAL INTL A,7025251,2020-04-10,2020,4,10,,7.3,,0.7,,4.0,,14.0,,0.0,,2.2,,0.4,,2.6,,0.0,T,26.0,,48.0,
101,-73.74,45.47,MONTREAL INTL A,7025251,2020-04-11,2020,4,11,,6.4,,0.0,,3.2,,14.8,,0.0,,0.0,,0.0,T,0.0,T,,,29.0,,46.0,
102,-73.74,45.47,MONTREAL INTL A,7025251,2020-04-12,2020,4,12,,14.4,,-0.8,,6.8,,11.2,,0.0,,0.0,,0.0,,0.0,,,,26.0,,45.0,
103,-73.74,45.47,MONTREAL INTL A,7025251,2020-04-13,2020,4,13,,15.7,,4.5,,10.1,,7.9,,0.0,,28.4,,0.0,,28.4,,,,26.0,,102.0,
104,-73.74,45.47,MONTREAL INTL A,7025251,2020-04-14,2020,4,14,,7.5,,2.3,,4.9,,13.1,,0.0,,0.0,,0.0,,0.0,,,,24.0,,76.0,
105,-73.74,45.47,MONTREAL INTL A,7025251,2020-04-15,2020,4,15,,5.5,,-1.2,,2.2,,15.8,,0.0,,0.0,,0.0,T,0.0,T,,,24.0,,61.0,
106,-73.74,45.47,MONTREAL INTL A,7025251,2020-04-16,2020,4,16,,5.4,,-3.2,,1.1,,16.9,,0.0,,0.0,,0.2,,0.2,,,,27.0,,63.0,
107,-73.74,45.47,MONTREAL INTL A,7025251,2020-04-17,2020,4,17,,5.7,,-2.9,,1.4,,16.6,,0.0,,0.0,,0.0,T,0.0,T,,,26.0,,50.0,
108,-73.74,45.47,MONTREAL INTL A,7025251,2020-04-18,2020,4,18,,9.6,,-2.8,,3.4,,14.6,,0.0,,0.0,,0.0,,0.0,,,,24.0,,41.0,
109,-73.74,45.47,MONTREAL INTL A,7025251,2020-04-19,2020,4,19,,11.6,,0.6,,6.1,,11.9,,0.0,,1.4,,0.0,,1.4,,,,23.0,,55.0,
110,-73.74,45.47,MONTREAL INTL A,7025251,2020-04-20,2020,4,20,,5.8,,-3.2,,1.3,,16.7,,0.0,,0.0,,0.0,,0.0,,,,29.0,,46.0,
111,-73.74,45.47,MONTREAL INTL A,7025251,2020-04-21,2020,4,21,,9.2,,-1.6,,3.8,,14.2,,0.0,,3.4,,0.0,T,3.4,,,,23.0,,68.0,
112,-73.74,45.47,MONTREAL INTL A,7025251,2020-04-22,2020,4,22,,2.0,,-5.2,,-1.6,,19.6,,0.0,,0.0,,0.0,T,0.0,T,,,27.0,,68.0,
113,-73.74,45.47,MONTREAL INTL A,7025251,2020-04-23,2020,4,23,,7.2,,-4.2,,1.5,,16.5,,0.0,,0.0,,0.0,,0.0,,,,26.0,,50.0,
114,-73.74,45.47,MONTREAL INTL A,7025251,2020-04-24,2020,4,24,,11.3,,-4.3,,3.5,,14.5,,0.0,,0.0,,0.0,,0.0,,,,2.0,,37.0,
115,-73.74,45.47,MONTREAL INTL A,7025251,2020-04-25,2020,4,25,,14.9,,0.1,,7.5,,10.5,,0.0,,0.0,,0.0,,0.0,,,,,,,M
